imports,biomass,geothermal,coal,natural gas,other,time,wind,biogas,date,small hydro,batteries,solar,nuclear,large hydro
2289,217,964,21,6618,0,11:00,1554,235,2019-03-11,369,11,7204,1126,3615
2430,214,963,21,7314,0,12:00,1657,237,2019-03-11,328,75,6146,1126,3296
2663,214,963,22,7088,0,13:00,1481,237,2019-03-11,342,-30,5787,1126,3310
2947,213,964,21,7348,0,14:00,1498,242,2019-03-11,344,92,5051,1125,3092
3254,216,964,21,6996,0,15:00,1476,243,2019-03-11,384,-11,4857,1125,3260
3375,218,964,21,8138,0,16:00,1770,235,2019-03-11,424,-84,3875,1124,3130
4540,227,964,22,7812,0,17:00,1901,234,2019-03-11,460,4,2937,1124,3502
5836,254,962,18,9174,0,18:00,1601,243,2019-03-11,591,-11,1411,1126,4200
6398,254,964,18,11685,0,19:00,1393,243,2019-03-11,589,-37,2,1125,4482
5756,266,967,18,12347,0,20:00,1909,242,2019-03-11,590,32,2,1125,4497
5907,270,980,18,11487,0,21:00,1898,243,2019-03-11,562,4,2,1125,4431
5320,278,981,18,10307,0,22:00,2177,241,2019-03-11,485,38,2,1127,4401
5328,276,981,17,9274,0,23:00,1571,242,2019-03-11,407,29,2,1127,4201
5231,278,983,17,8898,0,00:00,1611,244,2019-03-12,372,12,0,1129,3756
5360,281,979,18,8100,0,01:00,1400,245,2019-03-12,369,2,0,1131,3564
4940,281,979,18,7401,0,02:00,1822,244,2019-03-12,369,3,0,1131,3514
4390,282,978,19,7149,0,03:00,2210,244,2019-03-12,370,-16,0,1129,3544
4332,278,979,19,6906,0,04:00,2524,245,2019-03-12,398,-9,0,1129,3531
4967,277,949,19,6848,0,05:00,2856,244,2019-03-12,415,1,0,1129,3495
5640,276,977,18,7696,0,06:00,2677,244,2019-03-12,455,-46,0,1129,3895
6376,280,986,18,9368,0,07:00,2216,241,2019-03-12,562,2,0,1129,4408
5651,276,984,19,9324,0,08:00,2252,229,2019-03-12,562,-64,1137,1131,4316
3826,283,980,20,6510,0,09:00,2663,230,2019-03-12,470,41,4589,1131,4005
3318,274,971,21,4386,0,10:00,2529,229,2019-03-12,386,5,6551,1131,3569
2483,276,971,21,3736,0,11:00,3512,226,2019-03-12,324,-101,7386,1132,2754
1817,277,972,22,4068,0,12:00,3903,227,2019-03-12,324,78,7031,1132,2303
1344,272,972,20,4125,0,13:00,3851,230,2019-03-12,341,15,7375,1132,2017
1051,272,967,19,4268,0,14:00,3452,235,2019-03-12,348,17,7578,1131,2186
1209,277,966,21,3913,0,15:00,3736,233,2019-03-12,351,100,7426,1132,2097
906,280,973,20,4467,0,16:00,4135,238,2019-03-12,357,-80,7372,1131,2280
1696,286,974,20,4940,0,17:00,3627,243,2019-03-12,391,25,6560,1131,2865
5652,287,975,19,5315,0,18:00,3537,243,2019-03-12,553,-17,2809,1132,3659
7654,289,976,18,7639,0,19:00,3289,243,2019-03-12,591,7,61,1133,4154
8285,286,978,19,8396,0,20:00,3375,242,2019-03-12,596,8,1,1133,4191
8283,287,977,19,8252,0,21:00,3090,243,2019-03-12,600,53,1,1133,4060
8029,290,979,19,7349,0,22:00,2988,239,2019-03-12,484,37,1,1133,3909
8038,287,980,21,6771,0,23:00,2638,239,2019-03-12,426,-10,1,1133,3326
7668,288,979,20,5803,0,00:00,2571,243,2019-03-13,395,1,0,1134,3159
6957,290,980,19,5236,0,01:00,2831,245,2019-03-13,395,-2,0,1134,3161
6602,288,983,19,4774,0,02:00,2951,245,2019-03-13,386,-8,0,1135,2986
5969,288,983,20,4742,0,03:00,3207,245,2019-03-13,387,-41,0,1135,3011
5749,277,983,20,4834,0,04:00,3280,244,2019-03-13,385,-27,0,1135,3024
5461,288,983,20,4888,0,05:00,3445,244,2019-03-13,393,-87,0,1135,3424
6025,287,984,18,5885,0,06:00,3623,240,2019-03-13,460,-57,0,1135,3522
6573,286,984,20,7519,0,07:00,3866,238,2019-03-13,533,-11,0,1136,3706
5538,285,971,21,6338,0,08:00,3859,234,2019-03-13,503,-85,2475,1135,3584
2391,282,952,19,5103,0,09:00,3363,235,2019-03-13,475,63,6688,1135,3041
338,275,973,20,4656,0,10:00,2823,232,2019-03-13,464,-80,9136,1135,2501
-184,279,973,20,4759,0,11:00,2376,232,2019-03-13,425,4,9403,1135,2208
-713,269,975,20,4914,0,12:00,2390,234,2019-03-13,366,-53,9192,1136,2077
-694,268,973,21,4822,0,13:00,2190,225,2019-03-13,373,72,8892,1136,2028
-876,269,972,22,4503,0,14:00,2252,207,2019-03-13,370,22,9192,1136,2046
-1280,266,977,18,4318,0,15:00,2270,224,2019-03-13,371,-33,9768,1136,2031
-969,277,980,19,4783,0,16:00,2298,221,2019-03-13,373,-58,9250,1136,2209
20,281,981,19,4981,0,17:00,2127,228,2019-03-13,370,-38,8278,1135,2814
4722,285,978,20,5708,0,18:00,2013,240,2019-03-13,510,-85,3766,1134,3742
7019,290,978,20,8076,0,19:00,2145,228,2019-03-13,562,6,189,1134,4222
7027,286,976,19,9360,0,20:00,2514,246,2019-03-13,601,-5,64,1135,4245
7217,288,978,18,9306,0,21:00,2101,246,2019-03-13,600,48,48,1134,4233
6803,284,978,19,9042,0,22:00,1560,243,2019-03-13,601,34,48,1134,4236
6280,288,978,20,8416,0,23:00,1183,246,2019-03-13,555,46,48,1134,3933
5462,281,976,19,7886,0,00:00,1336,244,2019-03-14,498,4,0,1134,3874
4626,282,977,19,7651,0,01:00,1608,243,2019-03-14,418,-13,0,1134,3805
4555,279,978,18,7350,0,02:00,1435,242,2019-03-14,416,-1,0,1134,3755
4482,285,977,18,7257,0,03:00,1381,243,2019-03-14,413,-1,0,1134,3729
4581,284,978,19,7309,0,04:00,1427,242,2019-03-14,421,-9,0,1134,3705
4910,283,974,19,7966,0,05:00,1241,242,2019-03-14,447,-23,0,1134,3880
5606,281,974,18,9262,0,06:00,1209,240,2019-03-14,571,-16,0,1134,4024
5444,281,974,19,11966,0,07:00,1193,238,2019-03-14,579,-3,0,1134,4283
4927,281,966,18,9650,0,08:00,1493,238,2019-03-14,574,-88,3008,1134,3967
2159,278,948,20,6808,0,09:00,1615,234,2019-03-14,482,110,7241,1133,3527
499,267,946,18,4361,0,10:00,1910,234,2019-03-14,442,-1,9793,1132,3388
-270,272,946,19,4341,0,11:00,1666,234,2019-03-14,375,-67,10485,1131,3156
-101,272,946,18,4405,0,12:00,1275,236,2019-03-14,347,-1,10460,1132,2666
-596,269,970,18,4576,0,13:00,1436,234,2019-03-14,346,-47,10401,1131,2521
-938,272,972,17,4608,0,14:00,1596,237,2019-03-14,344,-57,10506,1131,2462
-602,267,973,17,4734,0,15:00,1535,238,2019-03-14,346,49,10019,1131,2488
24,279,970,19,5375,0,16:00,1295,238,2019-03-14,347,-10,9393,1132,2803
513,288,971,17,5626,0,17:00,1135,236,2019-03-14,369,13,8742,1131,3290
4004,284,974,18,7549,0,18:00,1034,237,2019-03-14,461,-11,3961,1100,3919
6956,287,974,18,10303,0,19:00,981,239,2019-03-14,498,-55,190,1088,4111
7179,287,977,19,11103,0,20:00,1034,239,2019-03-14,605,12,25,1089,4297
7323,285,977,19,10408,0,21:00,1039,239,2019-03-14,604,-1,25,1091,4279
6864,280,977,19,9716,0,22:00,1026,239,2019-03-14,594,-1,25,1092,4079
6005,283,978,19,8869,0,23:00,866,239,2019-03-14,525,-1,25,1094,3989
5752,233,977,18,8156,0,00:00,834,241,2019-03-15,411,2,0,1094,3855
5394,236,978,18,7456,0,01:00,1032,242,2019-03-15,400,-10,0,1094,3769
5119,222,978,19,7329,0,02:00,887,242,2019-03-15,402,-56,0,1093,3824
4937,235,977,19,7062,0,03:00,906,243,2019-03-15,404,0,0,1094,3767
5040,241,978,19,6810,0,04:00,928,243,2019-03-15,401,-9,0,1092,3832
5313,236,977,19,7001,0,05:00,911,243,2019-03-15,404,-10,0,1091,3959
6019,234,978,18,7997,0,06:00,885,242,2019-03-15,583,1,0,1091,3978
6161,237,978,18,9863,0,07:00,982,243,2019-03-15,588,29,0,1094,4415
5337,242,976,19,8498,0,08:00,937,244,2019-03-15,588,-44,2874,1094,4111
2250,237,976,19,6519,0,09:00,1005,243,2019-03-15,542,8,7332,1093,3573
1005,217,976,20,4550,0,10:00,1073,242,2019-03-15,472,-53,9768,1093,3268
121,226,977,18,4045,0,11:00,1333,243,2019-03-15,428,10,10568,1092,2781
-209,225,974,17,3857,0,12:00,1254,241,2019-03-15,360,-20,10348,1093,2742
-387,224,977,17,3822,0,13:00,1275,235,2019-03-15,358,-48,10179,1095,2636
-436,229,978,18,4002,0,14:00,1043,235,2019-03-15,363,5,10142,1093,2671
-266,233,977,19,3921,0,15:00,875,236,2019-03-15,362,13,10264,1093,2660
834,241,976,18,4419,0,16:00,770,237,2019-03-15,364,-71,9322,1094,2841
1626,240,975,18,4883,0,17:00,777,247,2019-03-15,366,-5,7929,1095,3291
5339,226,974,19,5689,0,18:00,627,247,2019-03-15,412,-2,3858,1096,4168
7400,225,976,18,8677,0,19:00,609,243,2019-03-15,489,-72,126,1094,4429
7361,230,979,19,10106,0,20:00,560,247,2019-03-15,602,-27,23,1096,4393
7468,226,980,18,9557,0,21:00,495,248,2019-03-15,602,6,22,1095,4343
7957,234,978,20,8196,0,22:00,570,244,2019-03-15,603,8,22,1096,4290
7216,272,980,20,7725,0,23:00,552,244,2019-03-15,547,-10,22,1096,4057
6689,283,981,20,7346,0,00:00,615,245,2019-03-16,440,-5,0,1096,3682
6180,278,980,19,6824,0,01:00,712,247,2019-03-16,396,-19,0,1096,3623
5768,282,981,19,7125,0,02:00,717,245,2019-03-16,402,-8,0,1097,3395
5565,262,980,20,6876,0,03:00,678,243,2019-03-16,401,-4,0,1097,3443
5684,261,983,20,6800,0,04:00,599,246,2019-03-16,403,-3,0,1097,3370
5805,282,981,20,7083,0,05:00,589,244,2019-03-16,404,-3,0,1097,3291
6176,285,980,19,7197,0,06:00,567,244,2019-03-16,549,0,0,1097,3546
7043,284,969,19,7355,0,07:00,478,244,2019-03-16,615,2,0,1097,3703
4947,284,966,20,6405,0,08:00,469,244,2019-03-16,573,-39,3082,1096,3715
1923,284,966,20,4170,0,09:00,620,245,2019-03-16,542,5,8189,1096,3236
151,275,965,19,2999,0,10:00,804,245,2019-03-16,426,-2,9974,1095,3319
-504,279,964,18,2978,0,11:00,1077,243,2019-03-16,383,-49,10606,1095,2699
-972,257,963,18,2796,0,12:00,1179,244,2019-03-16,387,-6,10641,1094,2574
-965,259,961,19,2716,0,13:00,1123,248,2019-03-16,391,65,10506,1094,2442
-842,260,958,20,2740,0,14:00,970,248,2019-03-16,390,20,10365,1094,2483
-605,266,956,19,3029,0,15:00,815,247,2019-03-16,391,-23,10410,1095,2516
-106,295,955,19,3731,0,16:00,752,247,2019-03-16,390,-33,9861,1095,2644
1203,291,955,20,3780,0,17:00,726,248,2019-03-16,388,8,8660,1096,3382
5576,276,969,21,4804,0,18:00,620,242,2019-03-16,494,39,4098,1094,4020
7454,261,971,20,7991,0,19:00,570,247,2019-03-16,627,-46,277,1094,4424
7602,262,974,20,9061,0,20:00,529,247,2019-03-16,622,-15,99,1094,4537
7699,262,975,20,8420,0,21:00,505,247,2019-03-16,623,20,99,1095,4536
7630,269,976,20,7591,0,22:00,463,248,2019-03-16,625,-1,99,1095,4493
6962,275,976,20,7005,0,23:00,478,246,2019-03-16,568,-5,99,1095,4312
6625,279,975,19,6452,0,00:00,593,245,2019-03-17,497,35,0,1095,3883
6184,277,977,21,6328,0,01:00,436,246,2019-03-17,423,11,0,1095,3761
6053,276,977,18,6466,0,02:00,369,247,2019-03-17,419,-13,0,1095,3464
5676,288,977,17,6471,0,03:00,340,246,2019-03-17,416,-1,0,1094,3449
5707,288,977,19,6399,0,04:00,279,247,2019-03-17,417,-1,0,1085,3452
5834,292,978,20,6348,0,05:00,261,244,2019-03-17,459,-5,0,1085,3426
5974,291,970,18,6485,0,06:00,273,246,2019-03-17,517,10,0,1085,3628
6149,288,980,20,6848,0,07:00,299,242,2019-03-17,576,9,7,1086,3778
4339,289,978,20,5177,0,08:00,297,237,2019-03-17,573,-75,3172,1085,3789
1523,284,977,20,3407,0,09:00,328,240,2019-03-17,550,2,8087,1085,3261
99,279,976,21,3023,0,10:00,318,242,2019-03-17,385,7,9730,1085,2785
-628,281,973,20,2611,0,11:00,364,242,2019-03-17,386,14,10398,1084,2525
-1045,287,972,21,2556,0,12:00,475,242,2019-03-17,387,32,10438,1084,2404
-978,290,970,21,2666,0,13:00,493,240,2019-03-17,389,-24,10222,1083,2440
-899,289,970,21,2606,0,14:00,331,236,2019-03-17,387,7,10249,1082,2520
-689,285,969,20,2736,0,15:00,236,243,2019-03-17,396,12,10570,1130,2553
-101,288,967,17,3402,0,16:00,182,243,2019-03-17,382,-54,10120,1130,2867
1892,296,967,20,3514,0,17:00,98,244,2019-03-17,384,42,8539,1129,3458
5804,302,967,19,5304,0,18:00,66,243,2019-03-17,588,-18,3974,1130,4056
7601,304,970,19,7960,0,19:00,125,244,2019-03-17,629,-48,300,1130,4951
7882,303,973,19,8888,0,20:00,309,242,2019-03-17,625,-24,139,1130,5114
7936,307,972,19,8123,0,21:00,404,243,2019-03-17,627,-38,94,1130,4989
8328,316,973,20,7096,0,22:00,337,244,2019-03-17,625,-20,90,1131,4385
7369,318,973,20,6474,0,23:00,351,244,2019-03-17,561,-42,90,1131,4235
6899,315,973,20,6077,0,00:00,273,237,2019-03-18,434,-1,0,1130,3795
6583,309,974,20,6559,0,01:00,270,237,2019-03-18,418,-80,0,1130,3580
6030,310,976,20,6347,0,02:00,233,238,2019-03-18,417,12,0,1130,3458
6084,309,976,20,6249,0,03:00,178,241,2019-03-18,422,0,0,1129,3370
5917,310,978,20,6591,0,04:00,172,242,2019-03-18,423,-1,0,1130,3414
5859,311,978,21,6429,0,05:00,171,240,2019-03-18,464,-25,0,1130,4025
6738,313,979,20,7148,0,06:00,200,240,2019-03-18,565,-22,0,1130,4220
7058,310,976,20,8971,0,07:00,202,235,2019-03-18,623,-28,6,1129,4458
5792,313,971,19,7545,0,08:00,160,236,2019-03-18,625,-96,3147,1129,4218
3084,310,970,20,5570,0,09:00,139,235,2019-03-18,586,-1,8100,1130,3284
2055,298,969,21,4352,0,10:00,148,235,2019-03-18,423,-24,10036,1130,3160
1969,295,964,19,4106,0,11:00,237,238,2019-03-18,416,-14,10567,1165,2532
1558,294,962,18,4103,0,12:00,255,239,2019-03-18,403,33,10630,1274,2394
1137,296,962,21,4466,0,13:00,261,232,2019-03-18,371,5,10637,1263,2375
1066,296,961,19,4147,0,14:00,207,231,2019-03-18,369,-1,10703,1263,2685
2147,296,961,19,4270,0,15:00,176,238,2019-03-18,372,-67,9962,1266,2707
2749,311,961,18,4752,0,16:00,139,238,2019-03-18,444,-19,9085,1265,2890
3599,313,961,19,5223,0,17:00,165,238,2019-03-18,443,48,8082,1261,3406
7020,316,962,19,7087,0,18:00,347,238,2019-03-18,574,3,3627,1262,3937
7867,316,965,19,9815,0,19:00,647,238,2019-03-18,635,-82,435,1262,4492
8024,308,967,19,10335,0,20:00,643,238,2019-03-18,634,-1,26,1263,4792
8328,311,971,20,9268,0,21:00,638,238,2019-03-18,581,3,26,1265,4581
8504,313,971,18,7852,0,22:00,567,238,2019-03-18,543,8,26,1266,4289
7738,315,972,20,6930,0,23:00,477,237,2019-03-18,486,4,26,1271,3974
7070,315,974,19,6296,0,00:00,584,237,2019-03-19,459,-2,0,1393,3665
6526,311,973,20,5876,0,01:00,802,240,2019-03-19,424,-12,0,1508,3544
6289,311,974,23,5608,0,02:00,722,239,2019-03-19,421,-20,0,1517,3349
6379,312,975,22,5496,0,03:00,663,239,2019-03-19,422,-1,0,1545,3083
6289,313,976,22,5632,0,04:00,759,238,2019-03-19,424,-35,0,1545,3114
6557,311,967,22,5892,0,05:00,657,238,2019-03-19,450,-67,0,1543,3411
7262,310,967,22,6674,0,06:00,569,239,2019-03-19,630,-75,0,1540,3909
7778,315,970,20,7890,0,07:00,630,228,2019-03-19,621,-51,7,1541,4378
6668,315,969,20,6952,0,08:00,613,217,2019-03-19,620,-48,2445,1542,4263
5138,317,971,21,5358,0,09:00,600,216,2019-03-19,511,-21,6147,1543,3284
4077,307,970,21,5607,0,10:00,395,217,2019-03-19,438,-66,6746,1543,3084
3818,303,969,20,5047,0,11:00,402,214,2019-03-19,428,-50,7278,1543,2930
2143,314,967,20,5055,0,12:00,355,216,2019-03-19,433,9,8250,1544,2973
2919,310,965,20,4812,0,13:00,475,216,2019-03-19,432,-38,7862,1550,2761
3908,304,959,21,5106,0,14:00,570,216,2019-03-19,435,-19,6752,1548,2923
4549,300,961,21,5515,0,15:00,558,216,2019-03-19,435,-26,5833,1550,2907
6179,315,961,20,6005,0,16:00,635,217,2019-03-19,441,-58,4273,1547,2984
6281,319,964,22,6174,0,17:00,856,217,2019-03-19,444,-1,3877,1537,3417
7696,318,967,20,6812,0,18:00,1489,207,2019-03-19,548,-52,1793,1537,3727
8276,315,973,20,7601,0,19:00,2199,206,2019-03-19,645,8,95,1535,4343
8442,320,971,21,7745,0,20:00,2660,207,2019-03-19,639,-13,34,1534,4447
8388,320,974,20,7243,0,21:00,2504,207,2019-03-19,600,-6,34,1533,4311
7613,317,977,20,6229,0,22:00,2720,206,2019-03-19,600,6,34,1534,4139
6538,322,976,23,5560,0,23:00,2806,216,2019-03-19,591,13,34,1533,3861
6929,317,974,22,4750,0,00:00,1999,217,2019-03-20,521,-38,0,1535,3848
6486,321,974,22,4764,0,01:00,1521,218,2019-03-20,467,-33,0,1535,3913
5984,317,974,23,4461,0,02:00,1494,220,2019-03-20,465,1,0,1533,3921
5861,320,975,21,4296,0,03:00,1629,220,2019-03-20,466,-6,0,1532,3754
5971,320,976,20,4370,0,04:00,1427,220,2019-03-20,468,2,0,1533,3835
6428,319,972,19,4938,0,05:00,1347,219,2019-03-20,467,-27,0,1533,3747
7200,317,973,20,5730,0,06:00,1332,225,2019-03-20,591,-48,0,1561,4033
8167,321,973,17,6963,0,07:00,1351,228,2019-03-20,640,-22,0,1564,4323
8079,318,973,19,7079,0,08:00,1179,216,2019-03-20,637,-45,750,1562,4314
7293,320,973,19,7477,0,09:00,1070,205,2019-03-20,554,-13,1813,1562,3750
5714,304,972,20,7097,0,10:00,1035,213,2019-03-20,513,9,3392,1538,3429
4544,302,968,21,5885,0,11:00,1217,213,2019-03-20,510,-38,4936,1538,3527
4187,304,968,22,5164,0,12:00,1269,214,2019-03-20,499,11,5424,1538,3376
4010,303,968,21,4708,0,13:00,1477,215,2019-03-20,502,13,6036,1538,3265
4559,307,965,23,5442,0,14:00,1221,210,2019-03-20,534,5,4875,1532,3419
4620,308,972,22,4703,0,15:00,2124,219,2019-03-20,536,7,4329,1528,3557
4795,318,971,22,4982,0,16:00,2173,218,2019-03-20,541,-22,3573,1533,3695
5044,322,973,21,5281,0,17:00,2482,218,2019-03-20,533,9,3587,1516,3422
6865,321,975,24,6312,0,18:00,1936,218,2019-03-20,569,9,1354,1521,4264
7598,303,977,22,7155,0,19:00,2537,221,2019-03-20,605,13,121,1522,4360
8001,310,978,22,8085,0,20:00,2722,222,2019-03-20,618,-31,24,1520,4182
7334,293,977,23,7398,0,21:00,2954,221,2019-03-20,646,12,23,1520,4404
7088,297,979,22,6895,0,22:00,2538,221,2019-03-20,602,6,23,1523,4232
6490,288,982,22,6026,0,23:00,2560,220,2019-03-20,587,1,23,1523,3805
6009,276,980,21,5222,0,00:00,2699,220,2019-03-21,545,-31,0,1521,3661
5792,279,981,20,4513,0,01:00,2630,220,2019-03-21,519,-1,0,1518,3753
5647,283,980,23,4577,0,02:00,2185,229,2019-03-21,507,-8,0,1518,3727
5497,282,981,23,4223,0,03:00,2457,220,2019-03-21,532,-3,0,1518,3599
5580,289,980,24,4503,0,04:00,2081,226,2019-03-21,554,1,0,1516,3697
6188,286,979,24,4841,0,05:00,1929,228,2019-03-21,551,-9,0,1517,3886
7434,290,980,22,5720,0,06:00,1776,225,2019-03-21,593,-78,0,1512,4004
8213,291,979,21,6717,0,07:00,1652,225,2019-03-21,606,7,50,1513,4723
7914,296,980,22,6041,0,08:00,1474,224,2019-03-21,604,-27,1979,1513,4376
5611,297,976,23,5456,0,09:00,1411,223,2019-03-21,560,55,4735,1513,3693
2709,287,976,23,4616,0,10:00,1874,223,2019-03-21,537,7,7743,1537,3214
1957,294,976,23,4346,0,11:00,1870,224,2019-03-21,504,-20,8469,1535,3130
1785,280,973,22,4530,0,12:00,1726,228,2019-03-21,515,11,8459,1533,2798
1999,292,973,22,4130,0,13:00,2114,227,2019-03-21,531,72,7540,1532,2702
1593,289,971,21,3598,0,14:00,2438,229,2019-03-21,531,3,8044,1534,2816
1441,293,967,20,3432,0,15:00,2674,233,2019-03-21,533,-52,8095,1535,2805
2448,310,976,22,3742,0,16:00,2756,235,2019-03-21,534,-78,7051,1534,2775
2906,310,974,24,3696,0,17:00,3000,237,2019-03-21,541,1,6087,1534,3146
5570,315,974,21,4283,0,18:00,3234,236,2019-03-21,599,98,2785,1548,3717
8349,314,975,23,5539,0,19:00,3296,236,2019-03-21,640,-62,108,1562,4124
9036,303,977,22,6263,0,20:00,3451,236,2019-03-21,638,-59,27,1596,4189
8565,312,978,21,5378,0,21:00,3760,238,2019-03-21,635,1,27,1631,4422
7735,327,979,22,4835,0,22:00,3937,238,2019-03-21,576,61,27,1667,4179
6539,342,979,23,4681,0,23:00,3941,237,2019-03-21,545,-41,27,1705,3866
5660,315,980,22,4203,0,00:00,3901,238,2019-03-22,542,-34,0,1738,3690
4986,313,979,23,4178,0,01:00,3393,239,2019-03-22,501,0,0,1770,3846
4380,319,981,21,4132,0,02:00,3390,240,2019-03-22,477,1,0,1807,3786
4045,318,981,23,4053,0,03:00,3554,239,2019-03-22,485,-20,0,1843,3612
4309,314,980,23,4189,0,04:00,3120,229,2019-03-22,490,-2,0,1876,3772
5430,329,979,23,4203,0,05:00,2576,229,2019-03-22,533,-31,0,1898,3892
6944,322,980,23,4652,0,06:00,2294,235,2019-03-22,600,-26,0,1904,4168
7701,331,981,23,5862,0,07:00,2332,239,2019-03-22,618,6,76,1933,4345
6299,335,978,24,4957,0,08:00,1953,231,2019-03-22,574,-36,3225,1968,4279
2854,342,968,24,3894,0,09:00,2131,240,2019-03-22,573,34,7482,2004,3848
1561,337,968,25,3192,0,10:00,2183,237,2019-03-22,538,-32,9368,2040,3599
1493,337,966,23,2997,0,11:00,2123,226,2019-03-22,463,-7,9891,2074,2972
1173,334,965,23,3379,0,12:00,1936,233,2019-03-22,419,3,9892,2110,2646
890,339,964,22,3044,0,13:00,1971,233,2019-03-22,417,21,10082,2144,2547
878,339,962,24,3204,0,14:00,2657,240,2019-03-22,461,56,9219,2163,2613
813,336,964,23,3473,0,15:00,2509,241,2019-03-22,468,-78,9426,2158,2658
1806,349,962,22,3440,0,16:00,2771,240,2019-03-22,470,10,8042,2162,2812
3192,349,962,22,3773,0,17:00,2573,237,2019-03-22,516,-4,6481,2162,3083
6779,352,964,23,4026,0,18:00,2738,237,2019-03-22,593,-3,2477,2159,3702
8454,357,966,20,5462,0,19:00,2746,231,2019-03-22,636,-79,94,2162,4122
8985,350,965,19,6187,0,20:00,2538,234,2019-03-22,634,-95,22,2157,4279
8592,349,971,21,5837,0,21:00,2265,235,2019-03-22,633,21,22,2156,4326
7937,356,971,20,5351,0,22:00,2489,235,2019-03-22,593,52,22,2162,4087
6788,348,972,20,5017,0,23:00,2428,240,2019-03-22,575,31,22,2194,3881
6191,354,974,20,5015,0,00:00,2126,241,2019-03-23,423,-5,0,2200,3627
5821,352,973,21,4273,0,01:00,2067,242,2019-03-23,402,0,0,2196,3910
6100,351,976,23,3939,0,02:00,1848,242,2019-03-23,383,-67,0,2227,3665
5984,355,974,20,3331,0,03:00,2079,242,2019-03-23,382,-44,0,2242,3729
6553,356,977,20,3641,0,04:00,1604,242,2019-03-23,386,12,0,2251,3429
6779,361,977,21,4060,0,05:00,1365,242,2019-03-23,445,-99,0,2253,3385
7149,363,978,20,3226,0,06:00,1667,243,2019-03-23,578,-48,0,2252,3848
7608,354,980,20,3210,0,07:00,1750,242,2019-03-23,586,-5,27,2253,4107
5628,354,981,21,3192,0,08:00,1454,241,2019-03-23,594,-44,2746,2252,3958
3507,353,982,20,2048,0,09:00,1570,242,2019-03-23,520,1,6149,2251,3723
2697,333,981,22,2231,0,10:00,1564,242,2019-03-23,445,-57,7330,2255,3204
1466,335,978,23,2581,0,11:00,1837,242,2019-03-23,403,-68,8074,2254,2798
458,324,976,22,2086,0,12:00,2696,240,2019-03-23,402,-30,7889,2254,2560
-397,321,976,22,1688,0,13:00,3327,239,2019-03-23,397,22,7910,2256,2276
-657,310,975,22,1675,0,14:00,3478,241,2019-03-23,397,15,7636,2251,2286
-515,313,974,22,1642,0,15:00,3683,241,2019-03-23,393,57,7278,2250,2313
-137,311,973,22,1887,0,16:00,3794,234,2019-03-23,398,46,6742,2251,2724
714,313,974,22,1848,0,17:00,3925,238,2019-03-23,462,57,6167,2255,2972
3868,309,974,22,2457,0,18:00,3979,245,2019-03-23,586,-81,2704,2254,3845
7404,316,976,22,2864,0,19:00,3471,236,2019-03-23,635,2,309,2255,4441
8262,311,977,22,3734,0,20:00,3370,238,2019-03-23,637,-65,230,2259,4476
8187,314,978,22,3786,0,21:00,3325,245,2019-03-23,631,-1,214,2258,4384
7187,313,978,21,3911,0,22:00,3411,244,2019-03-23,632,-5,214,2254,4234
6441,319,983,21,3516,0,23:00,3209,245,2019-03-23,588,39,214,2258,4086
5646,314,983,22,3588,0,00:00,3136,247,2019-03-24,537,6,0,2258,3834
5463,310,982,21,3175,0,01:00,2797,235,2019-03-24,448,6,0,2258,3814
4826,282,982,21,3082,0,02:00,2908,235,2019-03-24,395,3,0,2258,3813
4139,321,983,21,2979,0,03:00,3241,235,2019-03-24,392,-5,0,2259,3816
3999,316,982,22,3019,0,04:00,3152,246,2019-03-24,394,50,0,2257,3854
4843,317,981,21,3014,0,05:00,2298,246,2019-03-24,457,-13,0,2262,4050
5322,321,982,19,2964,0,06:00,2293,246,2019-03-24,587,-22,0,2261,4056
5959,316,981,17,3137,0,07:00,1935,245,2019-03-24,591,13,91,2258,4173
4553,309,980,17,2842,0,08:00,768,245,2019-03-24,596,-59,3553,2260,3811
1252,320,976,17,2810,0,09:00,431,245,2019-03-24,445,65,7420,2260,3224
-438,304,977,18,2585,0,10:00,354,245,2019-03-24,406,86,9120,2261,2765
-875,305,974,20,2492,0,11:00,313,246,2019-03-24,406,-30,9587,2262,2417
-663,306,975,18,2590,0,12:00,337,246,2019-03-24,403,5,8679,2261,2168
-518,318,974,15,2514,0,13:00,345,245,2019-03-24,405,68,8094,2260,2243
-524,272,969,15,2683,0,14:00,282,243,2019-03-24,405,40,8314,2260,2272
-293,318,971,15,2626,0,15:00,449,243,2019-03-24,396,-2,8832,2260,2254
-294,326,972,15,2948,0,16:00,421,245,2019-03-24,399,-57,9021,2259,2539
790,330,973,16,3122,0,17:00,437,237,2019-03-24,433,-5,7733,2258,3254
5467,338,975,17,3722,0,18:00,417,237,2019-03-24,634,13,3518,2259,3643
7831,337,975,15,6157,0,19:00,465,241,2019-03-24,632,-102,159,2258,4346
7552,334,977,16,7490,0,20:00,465,237,2019-03-24,633,32,3,2258,4822
7665,340,977,16,7139,0,21:00,420,238,2019-03-24,630,9,3,2259,4646
7981,345,978,15,5920,0,22:00,535,237,2019-03-24,630,36,3,2257,4233
7000,343,976,16,5369,0,23:00,602,243,2019-03-24,579,18,3,2260,4078
6415,345,976,16,5133,0,00:00,443,244,2019-03-25,480,-1,0,2259,3813
6158,339,978,15,5326,0,01:00,378,244,2019-03-25,385,1,0,2259,3537
